id,timestamp,country,employment_status,job_title,job_years,is_manager,hours_per_week,telecommute_days_per_week,education,is_education_computer_related,certifications,salary
529,12/18/2017 13:09:40,United Kingdom,Full time,Architect,3,No,42,0,Bachelors (4 years),Yes,Yes,5187
530,1/3/2018 8:39:52,United States,Full time,DBA,4.7318550656216,No,40.9474102062042,1,Bachelors (4 years),Yes,No,7094.75317029773
531,12/18/2017 13:07:17,United States,Full time,DBA,5,No,40,5,Bachelors (4 years),No,Yes,10416
532,12/11/2017 12:39:06,United States,Full time,Developer,4.59758333333333,Yes,40.279,1,Masters,No,No,7029.90716666667
533,12/11/2018 14:53:28,United Kingdom,Independent or freelancer or company owner,Architect,5,Yes,40,1,Bachelors (4 years),No,Yes,7166
534,12/30/2018 15:00:01,Switzerland,Full time,DBA,5,No,43,0,Bachelors (4 years),Unknown,No,7790
535,12/12/2017 12:11:03,United States,Full time,DBA,5,No,40,5,Bachelors (4 years),No,No,7166
536,1/9/2017 8:17:21,United States,Full time,Architect,3.74211904306671,No,40.4342219760963,0,Bachelors (4 years),Yes,No,6864.11238986838
537,12/15/2017 12:29:25,United States,Full time,DBA,5,No,40,3,None (no degree completed),No,No,7166
538,1/5/2017 15:37:53,United States,Full time,Developer,6,No,40,0,Associates (2 years),Yes,No,6083
539,12/19/2017 13:03:08,United States,Full time,DBA,10,No,42,1,Associates (2 years),Yes,Yes,8000
540,1/1/2018 13:55:49,India,Full time,DBA,5,No,40,5,Masters,Yes,No,7166
541,12/22/2017 7:56:24,United States,Full time,DBA,5,No,40,0,Bachelors (4 years),No,No,7216
542,12/22/2018 18:40:40,United States,Full time,Architect,5,Yes,40,5,Bachelors (4 years),Yes,Yes,7166
543,12/11/2018 11:26:02,Portugal,Full time,DBA,4.33048561027325,No,40.9734095118135,0,Bachelors (4 years),No,Yes,7298.82316186425
544,12/22/2018 14:56:16,Germany,Full time,Other,1,No,38,1,Bachelors (4 years),Yes,No,4000
545,1/10/2017 9:20:46,Hungary,Full time,Developer,3.95108824578712,No,40.2893202221973,1,Bachelors (4 years),Yes,No,7179.57561107986
546,12/12/2018 6:17:20,United States,Full time,DBA,4.77196112547017,No,40.7615858249761,1,Bachelors (4 years),No,Yes,8021.93757785579
547,12/11/2017 9:42:24,United States,Full time,Developer,2.90026345876346,No,40.3882857142857,0,Associates (2 years),No,No,5794.37218578644
548,12/26/2017 12:08:04,United States,Full time,DBA,4,No,40,0,Associates (2 years),Yes,Yes,9695
549,1/5/2017 19:36:00,United States,Full time,Architect,4.88738136059847,Yes,40.1393036889581,0,None (no degree completed),Unknown,Yes,7730.29896929825
550,12/18/2017 10:58:10,United Arab Emirates,Full time,Developer,3,No,45,2,Bachelors (4 years),Yes,No,5100
551,1/9/2017 9:24:01,United States,Full time,Developer,4.07064526629927,No,,0,None (no degree completed),Unknown,No,6749.64577467426
552,1/9/2017 8:17:26,United States,Full time,Architect,5,Yes,40,0,Masters,Yes,Yes,7166
553,12/21/2018 21:21:33,United States,Full time,DBA,1,No,40,0,Bachelors (4 years),Yes,No,4333
554,1/6/2017 14:24:18,United States,Full time,DBA,4,No,40,0,Bachelors (4 years),Yes,Yes,5166
555,1/5/2017 13:30:02,United States,Full time,DBA,5,No,45,0,Bachelors (4 years),Yes,No,5000
556,12/12/2017 16:43:46,United Kingdom,Full time,DBA,4.01633333333333,No,41.7710714285714,4,Associates (2 years),Yes,Yes,7289.71261904762
557,1/9/2017 4:15:09,United Kingdom,Full time,DBA,4,Yes,37,0,Associates (2 years),No,Yes,8583
558,12/12/2017 11:40:20,United States,Full time,DBA,4.22536881685124,No,40.4285277670425,0,Associates (2 years),Yes,Yes,6927.16367895412
559,12/14/2017 14:55:08,United States,Full time,DBA,5,No,40,3,Masters,Yes,Yes,7166
560,1/5/2017 11:11:36,United States,Full time,Architect,3.71248105298458,No,40.0080530712531,0,None (no degree completed),Unknown,No,6865.71145803706
561,12/22/2017 17:38:57,Germany,Full time,DBA,1,No,40,2,Bachelors (4 years),Yes,Yes,6916
562,12/13/2018 8:27:38,Czech Republic,Full time,Developer,5.20046281496282,Yes,41.8708602182132,0,None (no degree completed),Yes,No,6543.75283062036
563,12/20/2017 11:05:45,United States,Full time,Developer,3.5105805028305,No,40.862876984127,2,Bachelors (4 years),No,No,7626.58830627706
564,1/5/2017 14:31:26,United States,Full time,DBA,6,No,40,0,Bachelors (4 years),No,No,5500
565,1/9/2017 9:41:12,United States,Full time,Analyst,2,No,40,0,Bachelors (4 years),Yes,No,6083
566,12/21/2017 20:41:07,United States,Full time,DBA,3,No,40,0,Bachelors (4 years),Yes,No,10250
567,12/13/2017 1:47:06,Belgium,Full time,Developer,10,No,40,1,Masters,Yes,Yes,6333
568,12/22/2018 7:31:54,United States,Full time,Architect,3.42856926406926,No,40.0842857142857,0,Associates (2 years),No,No,7041.9666969697
569,12/13/2017 11:49:45,United States,Full time,DBA,10,No,40,0,Masters,Yes,Yes,9666
570,12/28/2017 16:54:52,United States,Full time,DBA,9,No,40,0,Bachelors (4 years),Yes,No,7166
571,1/5/2017 11:46:11,United States,Full time,Architect,5.11916666666667,Yes,39.6755555555556,1,Associates (2 years),Unknown,Yes,7206.61333333333
572,1/13/2017 9:34:40,Switzerland,Full time,DBA,2,No,43,0,Masters,Yes,No,7916
573,1/5/2017 7:57:47,United States,Full time,Architect,6.8027582972583,No,41.9631082251082,1,Masters,No,Yes,7428.85467460317
574,12/18/2017 21:46:20,India,Full time,DBA,4.90397208246607,No,40.4600916414693,5,Bachelors (4 years),Yes,No,8071.46592040938
575,1/5/2017 11:55:23,United States,Full time,Architect,2,No,40,0,Bachelors (4 years),Yes,Yes,6487
576,12/12/2017 12:47:58,United States,Full time,DBA,5,No,40,1,Bachelors (4 years),No,Yes,9166
577,12/18/2017 20:01:09,United States,Full time,Engineer,7,No,45,2,Masters,Yes,Yes,7916
578,1/9/2017 15:49:07,United States,Full time,DBA,4.39897442599596,No,40.9390320654104,0,Bachelors (4 years),Yes,No,6929.89287980687
579,1/5/2017 11:37:28,United States,Full time,Engineer,1,No,40,1,Bachelors (4 years),Yes,Yes,10250
580,12/14/2017 8:49:21,Switzerland,Full time,DBA,5,No,40,0,Bachelors (4 years),Unknown,Yes,7166
581,12/20/2017 6:48:39,Austria,Full time,Developer,7,Yes,40,0,Doctorate/PhD,No,Yes,5250
582,12/18/2017 13:01:39,United States,Full time,Analyst,3,No,40,0,Bachelors (4 years),Yes,No,5250
583,1/5/2017 8:28:02,United States,Full time,DBA,5,No,42,0,Bachelors (4 years),Yes,No,6500
584,1/6/2017 15:55:14,United States,Full time,Developer,9,No,45,0,Bachelors (4 years),Yes,Yes,10583
585,12/27/2017 16:19:23,United States,Full time,DBA,5,No,40,0,Bachelors (4 years),Yes,No,7166
586,12/28/2017 11:32:45,United States,Full time,Analyst,5,No,40,0,Bachelors (4 years),No,No,7208
587,12/22/2017 11:18:41,United States,Full time,Manager,1,Yes,40,0,None (no degree completed),Unknown,No,10416
588,12/20/2017 8:10:24,United States,Full time,Architect,4,No,40,0,Bachelors (4 years),Yes,No,5416
589,12/20/2017 17:53:21,United States,Full time,Manager,5,Yes,40,0,None (no degree completed),Unknown,No,7166
590,12/23/2017 6:26:27,Germany,Independent or freelancer or company owner,Architect,3.52898068901513,No,40.075,0,Masters,Yes,No,6771.47969447167
591,12/21/2018 15:04:42,United States,Full time,DBA,1,No,40,2,None (no degree completed),No,Yes,9375
592,12/11/2017 15:07:30,United States,Full time,DBA,3,No,37,0,Bachelors (4 years),Yes,No,5458
593,12/13/2017 1:22:07,Spain,Full time,DBA,5,No,40,1,None (no degree completed),Unknown,No,7166
594,12/20/2017 2:41:44,Czech Republic,Full time,Developer,7,No,40,0,Masters,Yes,No,3833
595,1/9/2017 8:31:56,United States,Full time,DBA,4.39897442599596,No,40.9390320654104,0,Bachelors (4 years),Yes,No,6929.89287980687
596,1/13/2017 8:20:28,Denmark,Full time,DBA,2,No,38,4,Associates (2 years),No,No,9166
597,12/14/2017 14:46:07,United States,Full time,DBA,2,No,40,1,Associates (2 years),Yes,Yes,9108
598,12/11/2018 13:32:07,United States,Full time,Analyst,1,No,41,0,Bachelors (4 years),No,No,6250
599,1/5/2017 23:54:34,Israel,Full time,DBA,2,No,45,0,Bachelors (4 years),No,No,6000
600,1/9/2017 8:50:22,United Kingdom,Full time,Engineer,3.82827316061991,Yes,42.1064617392412,0,Bachelors (4 years),Yes,No,6902.39893840136
601,1/9/2017 12:49:47,United States,Full time,Manager,5,Yes,40,0,Masters,No,No,7166
602,1/9/2017 15:10:33,United States,Full time,DBA,3,Yes,38,5,Masters,Yes,Yes,7916
603,12/28/2017 15:43:00,United States,Full time,DBA,2,No,40,5,None (no degree completed),Unknown,No,10333
604,12/12/2017 12:02:21,United States,Full time,Developer,5,No,40,0,Bachelors (4 years),No,No,7166
605,1/5/2017 12:11:07,Canada,Full time,Architect,1,No,40,3,Associates (2 years),Yes,Yes,7916
606,12/21/2018 21:50:50,United States,Full time,Developer,4,No,40,0,Associates (2 years),No,No,5166
607,12/11/2018 10:24:55,United States,Full time,DBA,5,No,40,0,Associates (2 years),No,No,7166
608,12/20/2017 9:30:15,United States,Full time,Architect,6.15315476190476,Yes,40,5,Bachelors (4 years),Yes,Yes,7764.53740476191
609,12/13/2017 3:24:49,United Kingdom,Full time,DBA,6,Yes,37,0,Bachelors (4 years),Yes,Yes,4583
610,12/26/2017 12:16:08,United States,Full time,Developer,5,No,45,0,Bachelors (4 years),Yes,No,6250
611,12/18/2017 2:49:34,United Kingdom,Full time,Developer,10,No,40,0,Bachelors (4 years),Yes,No,5125
612,1/9/2017 9:05:26,United States,Full time,Manager,3,Yes,40,0,Masters,Yes,Yes,7745
613,1/6/2017 10:55:36,Canada,Independent or freelancer or company owner,Developer,5,Yes,40,3,None (no degree completed),Yes,No,7166
614,1/13/2017 11:26:19,United States,Full time,DBA,7,No,40,0,Bachelors (4 years),Yes,Yes,7500
615,1/6/2017 10:51:29,United States,Full time,DBA,0,Yes,45,5,Bachelors (4 years),No,Yes,7500
616,1/9/2017 13:18:15,United States,Full time,Developer,5,No,40,0,Bachelors (4 years),Yes,No,7166
617,12/12/2018 1:18:46,United Kingdom,Independent or freelancer or company owner,DBA,1,No,38,0,Bachelors (4 years),Yes,Yes,7416
618,1/7/2017 8:19:27,United States,Full time,DBA,5,Yes,40,1,Bachelors (4 years),Yes,Yes,7166
619,12/19/2017 9:45:16,United Kingdom,Full time,DBA,1,No,37,0,Bachelors (4 years),Unknown,No,3941
620,1/9/2017 13:07:02,Ireland,Full time,DBA,2,No,38,0,Bachelors (4 years),Yes,Yes,5500
621,12/11/2018 9:32:19,United States,Full time,Manager,5,Yes,40,0,Masters,Yes,Yes,7166
622,1/9/2017 11:45:10,United States,Full time,DBA,2,No,40,0,None (no degree completed),Unknown,No,7083
623,1/5/2017 11:21:03,United States,Full time,DBA,2,No,40,0,Bachelors (4 years),Yes,No,7666
624,1/5/2017 15:30:21,United States,Full time,DBA,3.79343849206349,No,38.8506806722689,3,Associates (2 years),Yes,Yes,6954.07499922884
625,1/9/2017 12:07:40,United States,Full time,Architect,2,No,40,0,Bachelors (4 years),Yes,Yes,8750
626,12/23/2018 12:26:20,United States,Full time,Developer,1,No,40,0,Associates (2 years),No,Yes,6666
627,12/21/2017 6:15:03,United Kingdom,Full time,DBA,6.15243440851374,No,40.1387616819455,1,None (no degree completed),Unknown,Yes,7040.68798332567
628,12/13/2017 13:00:48,United States,Full time,DBA,6,No,40,1,Associates (2 years),No,Yes,7735
629,12/30/2018 21:37:53,United States,Full time,Analyst,10,No,40,0,Bachelors (4 years),Yes,No,8416
630,1/6/2017 5:47:34,Turkey,Full time,DBA,4.47839514906318,No,40.3792591376114,2,Bachelors (4 years),Yes,Yes,7887.35529138691
631,12/21/2018 16:52:36,United States,Independent or freelancer or company owner,Architect,5,No,40,5,Bachelors (4 years),Yes,No,7166
632,12/20/2017 8:12:43,United States,Full time,DBA,9,Yes,40,5,Bachelors (4 years),Yes,No,7500
633,1/3/2018 10:57:32,United States,Full time,Analyst,8,No,40,2,Bachelors (4 years),No,No,7500
634,12/11/2017 8:56:13,United States,Full time,DBA,2,No,45,3,Bachelors (4 years),Yes,Yes,8750
635,12/11/2017 11:12:56,United States,Full time,Developer,5.60442857142857,No,40.0363333333333,5,None (no degree completed),Unknown,No,7485.66516666666
636,12/18/2017 13:30:43,Canada,Full time,DBA,4.19117111633958,No,40.809895582514,0,Associates (2 years),Yes,No,6032.16000485466
637,12/18/2017 10:46:07,United States,Independent or freelancer or company owner,DBA,4.36141716616717,No,39.9833333333333,5,Associates (2 years),Unknown,Yes,7269.76145021645
638,12/11/2017 9:59:20,United Kingdom,Full time,DBA,2,No,40,0,None (no degree completed),Unknown,No,5000
639,12/20/2017 17:11:30,United States,Full time,Developer,5,No,40,0,Doctorate/PhD,No,No,7166
640,1/9/2017 8:07:20,United States,Full time,DBA,4.2910907980908,Yes,41.4973214285714,0,Associates (2 years),Yes,No,6917.72586219336
641,12/20/2017 11:16:26,United States,Full time,Developer,4,No,40,0,None (no degree completed),Unknown,No,5666
642,12/13/2017 2:43:13,Italy,Full time,DBA,4.39897442599596,No,40.9390320654104,0,Bachelors (4 years),Yes,No,6929.89287980687
643,12/18/2017 3:39:27,Netherlands,Full time,Developer,7,No,40,0,Bachelors (4 years),Yes,Yes,4166
644,1/5/2017 8:34:00,United States,Full time,Developer,5,No,45,0,Associates (2 years),Yes,No,5583
645,1/10/2017 4:47:52,United States,Full time,Architect,5,Yes,40,2,Bachelors (4 years),Yes,Yes,7166
646,12/11/2017 9:17:51,United States,Full time,Engineer,3,No,40,2,Bachelors (4 years),No,No,6083
647,1/5/2017 11:30:34,United States,Full time,DBA,3,No,45,1,Masters,Yes,No,7333
648,12/12/2017 12:44:51,United States,Full time,DBA,10,Yes,40,0,Bachelors (4 years),Yes,Yes,9166
649,12/13/2017 3:20:27,United Kingdom,Full time,Developer,5,Yes,40,1,Bachelors (4 years),No,Yes,5782
650,12/11/2017 8:52:52,United States,Full time,Architect,4.885,No,40.0833333333333,3,Bachelors (4 years),No,Yes,7235.22966666667
651,1/5/2017 12:10:56,United States,Full time,Developer,4.11272897715222,No,40.8092582064971,0,Bachelors (4 years),No,No,6967.32449087088
652,12/22/2018 8:42:33,United States,Full time,DBA,5,No,40,2,Bachelors (4 years),Yes,No,7166
653,12/11/2017 15:41:49,United States,Full time,Architect,2,No,40,0,Bachelors (4 years),No,No,9583
654,1/9/2017 8:59:31,United States,Full time,Analyst,7,No,40,0,Bachelors (4 years),Yes,No,6000
655,1/9/2017 9:24:53,United States,Full time,DBA,4.30701587301587,Yes,40.0467047101449,1,Bachelors (4 years),No,No,6152.16555555556
656,12/13/2017 7:36:01,Sweden,Full time,DBA,7,No,40,3,Associates (2 years),No,Yes,6750
657,1/9/2017 11:59:18,United States,Full time,DBA,5,No,40,0,Masters,No,Yes,7166
658,12/18/2017 6:55:16,United States,Full time,Other,5,No,40,0,Associates (2 years),Yes,No,7166
659,12/20/2017 12:09:33,United States,Full time,DBA,4.61504132115576,No,40.8101695911809,1,Bachelors (4 years),Yes,Yes,7342.12456054052
660,1/5/2017 11:22:45,United States,Full time,DBA,6,Yes,43,0,None (no degree completed),Unknown,Yes,10000
661,1/5/2017 11:19:56,United States,Full time,DBA,10,No,40,0,Masters,No,No,8658
662,1/5/2017 11:18:43,United States,Full time,Engineer,5,Yes,40,3,Masters,No,No,7166
663,12/19/2017 6:45:25,United Kingdom,Full time,DBA,5.41484649745679,No,40.5125823522882,1,Associates (2 years),No,Yes,7453.91735772153
664,12/13/2017 11:55:07,United States,Full time,DBA,5,Yes,40,1,Bachelors (4 years),Yes,No,7166
665,12/21/2018 16:13:47,United States,Full time,Architect,3,No,43,0,Bachelors (4 years),Yes,No,6250
666,12/17/2017 8:21:46,United States,Full time,Developer,2.05767094017094,No,41.2434788128538,4,Bachelors (4 years),Yes,Yes,5674.19115873016
667,12/21/2017 3:25:21,United Kingdom,Full time,Analyst,4.52357031857032,No,40.31392821884,0,None (no degree completed),Unknown,No,6571.89985894661
668,12/20/2017 11:24:11,Spain,Full time,Manager,4,Yes,40,0,Masters,Yes,Yes,4453
669,12/27/2017 12:52:57,United States,Full time,Developer,4,No,40,2,Bachelors (4 years),Yes,No,5000
670,1/5/2017 13:49:17,United States,Full time,DBA,5,No,40,2,Associates (2 years),Yes,Yes,7166
671,12/18/2017 11:39:27,United States,Full time,Developer,6,No,45,0,Bachelors (4 years),Yes,Yes,7466
672,12/21/2018 19:48:38,United States,Full time,Developer,2,No,45,0,Bachelors (4 years),No,Yes,4333
673,1/5/2017 17:13:02,Denmark,Full time,DBA,6.15243440851374,No,40.1387616819455,1,None (no degree completed),Unknown,Yes,7040.68798332567
674,1/9/2017 9:50:35,United States,Full time,Other,5.37375396825397,No,40.2,0,None (no degree completed),Unknown,Yes,6209.13923809524
675,1/10/2017 11:36:14,United States,Full time,DBA,6,No,40,5,Bachelors (4 years),Yes,No,8250
676,12/12/2018 2:01:15,United Kingdom,Full time,Developer,2,No,40,0,Associates (2 years),Unknown,Yes,3916
677,1/9/2017 11:10:54,United States,Full time,DBA,4.88967219218178,No,40.3508664031341,0,Masters,Yes,Yes,6902.78415473201
678,12/11/2017 19:33:03,United States,Full time,Developer,5,No,40,0,None (no degree completed),Unknown,No,7166
679,12/13/2018 9:35:57,United States,Full time,DBA,6,No,40,1,Bachelors (4 years),Yes,Yes,6416
680,1/5/2017 7:38:03,United States,Full time,DBA,5,No,40,0,Associates (2 years),Yes,Yes,7166
681,12/17/2018 14:44:11,United States,Full time,DBA,5,No,40,1,Bachelors (4 years),Yes,Yes,7166
682,12/20/2017 10:05:28,United States,Full time,Developer,3,Yes,45,0,Bachelors (4 years),Yes,Yes,9791
683,12/12/2017 15:40:09,Australia,Full time,DBA,3,No,37,0,None (no degree completed),Unknown,No,7916
684,12/20/2017 8:17:43,United States,Full time,Analyst,5,No,38,1,Bachelors (4 years),Yes,No,6333
685,1/5/2017 13:02:49,United States,Full time,Engineer,1,No,40,0,Bachelors (4 years),Yes,Yes,9166
686,12/12/2017 12:54:04,United States,Full time,Developer,5,No,40,2,Masters,Yes,No,7166
687,1/12/2017 7:29:13,United States,Full time,Architect,2.21863888888889,No,40.2374045860699,0,Associates (2 years),No,Yes,7427.59143893439
688,12/26/2017 11:39:18,United States,Full time,DBA,5,No,40,0,Bachelors (4 years),Yes,Yes,7166
689,1/12/2017 6:28:33,Sweden,Full time,DBA,6,No,38,0,Bachelors (4 years),Yes,No,4681
690,12/18/2017 10:01:50,United States,Full time,Engineer,10,No,45,0,Bachelors (4 years),Yes,No,7916
691,1/5/2017 14:41:27,United States,Full time,Developer,4.42461859707574,No,40.8928271372029,1,Bachelors (4 years),No,No,7757.60184241094
692,12/27/2017 2:40:55,Jersey,Full time,Developer,10,No,40,0,Bachelors (4 years),No,Yes,6666
693,12/20/2017 12:31:15,United States,Full time,Manager,4.24819715007215,Yes,40.5837166999667,0,Masters,Yes,Yes,7816.22567332667
694,1/9/2017 11:18:37,Ireland,Full time,Engineer,4,No,40,3,Masters,Yes,Yes,9166
695,12/11/2018 17:25:56,United States,Full time,Developer,3.69856055784643,No,40.0205538867642,0,Masters,Yes,Yes,6780.11225422692
696,1/5/2017 22:10:40,New Zealand,Full time,Developer,3,No,40,0,Masters,Yes,Yes,5083
697,12/13/2017 10:58:07,Bahrain,Full time,DBA,6,Yes,40,0,Bachelors (4 years),Yes,No,5833
698,12/11/2017 18:43:08,United States,Full time,DBA,4,No,40,0,Associates (2 years),Yes,Yes,7750
699,12/12/2018 4:56:38,United States,Full time,DBA,7,No,40,2,Bachelors (4 years),Yes,Yes,9166
700,12/11/2018 15:08:51,United States,Full time,DBA,4.91772177201024,Yes,40.6958771326862,5,Bachelors (4 years),Yes,Yes,7731.14390465391
701,12/21/2017 3:48:31,New Zealand,Full time,Architect,3.99688961038961,Yes,40.0200382395382,0,Bachelors (4 years),No,Yes,7988.8384047619
702,1/6/2017 11:07:03,United States,Full time,DBA,6,No,43,0,Bachelors (4 years),Yes,No,7916
703,1/9/2017 1:43:53,Greece,Full time,Developer,5.54792352092352,Yes,41.0347637085137,0,Bachelors (4 years),No,Yes,8111.62704395604
704,1/5/2017 17:02:57,United States,Independent or freelancer or company owner,Developer,5.18333333333333,Yes,41.01,4,Bachelors (4 years),No,Yes,6678.055
705,1/9/2017 14:27:44,Romania,Full time,DBA,4.58955810683984,Yes,40.8562840819312,0,None (no degree completed),Unknown,Yes,7993.8848224277
706,1/8/2017 16:50:20,Australia,Full time,Manager,4.69,Yes,40.0866161616162,5,Bachelors (4 years),Yes,No,7229.91
707,12/12/2017 3:13:35,Switzerland,Full time,DBA,3,No,42,0,Bachelors (4 years),No,No,8333
708,1/9/2017 8:40:18,Canada,Full time,DBA,5,No,40,0,Associates (2 years),Yes,Yes,5833
709,12/13/2017 10:15:02,United States,Full time,Developer,1,Yes,45,2,None (no degree completed),Unknown,No,7000
710,12/12/2017 16:44:31,Italy,Full time,DBA,4.67085931479082,No,41.4131559575186,2,Associates (2 years),Yes,Yes,6836.39545759482
711,1/5/2017 15:22:48,United States,Full time,Developer,5,No,40,5,Bachelors (4 years),Yes,Yes,7166
712,12/12/2017 11:53:56,United States,Full time,Engineer,3.82827316061991,Yes,42.1064617392412,0,Bachelors (4 years),Yes,No,6902.39893840136
713,1/13/2017 17:57:03,United States,Full time,DBA,5,No,40,0,Bachelors (4 years),Yes,No,7166
714,12/16/2017 17:41:42,United States,Full time,Analyst,8,No,40,0,Bachelors (4 years),Yes,No,4916
715,12/19/2017 2:04:57,Poland,Full time,Developer,2,No,40,1,Masters,Yes,Yes,3916
716,1/5/2017 11:16:43,United States,Full time,Developer,4.42461859707574,No,40.8928271372029,1,Bachelors (4 years),No,No,7757.60184241094
717,12/11/2018 9:50:11,United States,Full time,DBA,5,Yes,40,0,Bachelors (4 years),No,Yes,7166
718,12/22/2018 7:46:26,United States,Full time,Engineer,5,No,40,2,Bachelors (4 years),Yes,Yes,7166
719,1/2/2018 6:39:10,United Kingdom,Full time,DBA,3,No,40,0,None (no degree completed),Unknown,Yes,3954
720,1/5/2017 8:36:31,Netherlands,Full time,DBA,2,No,40,1,Bachelors (4 years),Yes,Yes,5500
721,12/20/2017 11:18:42,United Kingdom,Full time,DBA,2,No,40,0,Bachelors (4 years),Yes,No,4000
722,1/6/2017 0:59:25,Germany,Full time,DBA,3,No,40,0,Associates (2 years),Unknown,Yes,5000
723,1/6/2017 13:36:43,United States,Full time,DBA,5,No,40,5,Bachelors (4 years),Yes,Yes,7166
724,12/12/2017 12:35:52,United States,Full time,DBA,5,No,40,0,Bachelors (4 years),Yes,Yes,7166
725,1/5/2017 11:28:55,United States,Full time,DBA,4.82728549228549,No,40.9208207070707,5,None (no degree completed),Unknown,Yes,7260.67862692863
726,12/20/2017 10:02:37,United States,Full time,DBA,5.09100893550894,No,42.1481148018648,0,Associates (2 years),Unknown,No,7083.83108189033
727,12/11/2018 12:53:41,United States,Full time,DBA,10,No,45,1,Bachelors (4 years),Yes,No,7166
728,12/23/2018 21:00:21,United States,Full time,DBA,4,No,40,0,Bachelors (4 years),Yes,No,8750
729,1/9/2017 9:06:34,Netherlands,Independent or freelancer or company owner,Engineer,5,No,40,2,Bachelors (4 years),No,Yes,7166
730,12/16/2017 4:41:20,Australia,Full time,Developer,4.45645192422728,No,40.8940884054592,0,Bachelors (4 years),Yes,No,6564.939162516
731,1/13/2017 12:05:52,United States,Full time,DBA,4.33048561027325,No,40.9734095118135,0,Bachelors (4 years),No,Yes,7298.82316186425
732,12/20/2017 8:33:06,Canada,Full time,Developer,4,No,40,0,Associates (2 years),Yes,No,4166
733,12/13/2017 10:13:52,United States,Full time,DBA,5,No,40,0,Masters,Yes,Yes,7166
734,12/20/2017 9:25:12,United States,Full time,DBA,6,Yes,45,0,Associates (2 years),Yes,No,8658
735,12/18/2017 17:59:29,United States,Full time,Manager,4.5266957064977,Yes,41.0898674093389,0,Bachelors (4 years),Yes,Yes,7083.69464459871
736,12/27/2017 9:04:51,United States,Full time,DBA,5,No,40,1,Bachelors (4 years),Yes,No,7166
737,1/2/2018 2:39:28,United Kingdom,Full time,Developer,4.07064526629927,No,40.8332818137705,0,None (no degree completed),Unknown,No,6749.64577467426
738,12/20/2017 13:18:23,Italy,Full time,Manager,4.92,Yes,39.98,0,None (no degree completed),Unknown,Yes,7165.50545454545
739,1/3/2019 0:45:56,Czech Republic,Full time,DBA,4.26334942201647,No,41.3250618788777,2,Bachelors (4 years),Yes,No,6644.85170744648
740,12/18/2017 14:56:09,United States,Full time,DBA,5,No,45,0,Masters,Yes,Yes,7500
741,1/9/2017 8:32:23,United States,Full time,DBA,8,No,43,5,Bachelors (4 years),Yes,Yes,9700
742,1/5/2017 11:40:02,United States,Full time,DBA,4,No,40,5,None (no degree completed),Unknown,No,6500
743,12/21/2017 0:51:54,Netherlands,Full time,Architect,5,Yes,40,0,Bachelors (4 years),Unknown,Yes,7166
744,1/9/2017 10:10:36,Germany,Full time,Other,3.36863492063492,No,40.0596428571429,0,None (no degree completed),Unknown,No,6142.35289393939
745,1/9/2017 9:26:49,United States,Full time,Analyst,1,No,45,2,Masters,No,No,5373
746,12/18/2017 11:29:38,United States,Full time,Developer,1,No,40,1,Bachelors (4 years),Yes,Yes,9000
747,1/9/2017 9:20:22,United States,Full time,Developer,10,Yes,40,0,Bachelors (4 years),No,No,7250
748,1/5/2017 16:17:20,Canada,Full time,Developer,8,No,40,0,Bachelors (4 years),Yes,No,4833
749,1/5/2017 11:48:40,United States,Full time,Manager,3.83342692615636,Yes,41.0924308311975,0,Bachelors (4 years),No,No,7453.70183868621
750,12/26/2017 3:43:49,India,Full time,DBA,5,No,40,0,Bachelors (4 years),Yes,Yes,7166
751,1/6/2017 8:19:04,Netherlands,Full time,Engineer,5.25126755434108,No,40.7964212454213,0,Bachelors (4 years),Yes,Yes,8101.56255357143
752,1/10/2017 15:51:50,United States,Full time,DBA,4,No,40,1,Bachelors (4 years),Yes,Yes,6750
753,12/20/2017 23:27:53,United States,Full time,DBA,5,No,40,0,Bachelors (4 years),Yes,No,7166
754,12/21/2018 14:50:04,United States,Full time,Architect,5,No,40,0,None (no degree completed),Unknown,Yes,7166
755,1/6/2017 4:36:53,United Kingdom,Full time,DBA,4.90706368326881,No,40.7270053545496,0,None (no degree completed),Unknown,Yes,6600.64001429953
756,1/6/2017 6:41:26,United States,Full time,DBA,4.33048561027325,No,40.9734095118135,0,Bachelors (4 years),No,Yes,7298.82316186425
757,12/21/2017 17:48:23,Canada,Full time,Architect,5,No,40,0,None (no degree completed),No,Yes,7166
758,1/9/2017 10:50:01,United States,Full time,Manager,5,Yes,40,0,Bachelors (4 years),Yes,No,7583
759,12/20/2017 14:00:49,United States,Full time,Manager,4,Yes,40,0,Bachelors (4 years),Yes,Yes,8333
760,1/5/2017 20:54:17,United States,Full time,DBA,5.44119047619048,No,40.0954032634033,3,Masters,No,Yes,7574.70422222222
761,12/28/2017 17:00:32,Colombia,Full time,DBA,4.84298970463457,Yes,40.4880966892151,0,Bachelors (4 years),Yes,No,7044.55072291063
762,1/6/2017 2:21:33,Sweden,Full time,DBA,0,No,40,0,Masters,Yes,Yes,6375
763,12/20/2017 9:31:07,United Kingdom,Full time,DBA,4,No,37,0,Associates (2 years),Unknown,Yes,3973
764,12/20/2017 10:10:38,United States,Full time,DBA,5,No,40,2,None (no degree completed),Unknown,Yes,7166
765,1/9/2017 14:46:09,United States,Full time,Developer,4.94511378307467,No,40.146451752994,0,Masters,Yes,No,6657.16345240226
